customer_id,product_id
1605053,1131516
1605053,1078720
1605053,1882269
1605053,1272669
1605206,1685483
1605206,1801705
1605206,1591346
1605206,1182621
1605206,1718853
1605584,1749326
1605584,1237096
1605584,1524480
1605584,1716612
1605584,1865540
1605761,1688992
1605761,1540692
1605761,1080655
1605761,1908649
1605761,1446257
1605877,1959920
1605877,1962948
1605877,1087656
1605877,1181960
1605877,1064193
1606023,1359550
1606023,1895090
1606023,1639717
1606023,1935037
1606023,1055832
1606102,1279220
1606102,1046892
1606102,1626349
1606102,1586785
1606102,1440720
1606169,1775420
1606169,1187826
1606169,1007659
1606169,1529979
1606169,1970433
1606335,1197479
1606335,1025861
1606335,1324732
1606335,1801705
1606335,1609968
1606341,1852725
1606341,1506187
1606341,1585713
1606341,1459546
1606341,1888064
1606357,1311247
1606357,1743615
1606357,1906466
1606357,1171407
1606357,1963861
1606372,1977053
1606372,1725885
1606372,1088195
1606372,1782545
1606372,1242609
1606480,1775872
1606480,1157182
1606480,1774573
1606480,1841072
1606480,1614915
1606482,1465869
1606482,1982635
1606482,1768055
1606482,1122133
1606482,1070005
1606525,1489211
1606525,1967864
1606525,1650558
1606525,1837975
1606525,1276499
1606637,1686065
1606637,1282163
1606637,1808775
1606637,1681385
1606637,1743135
1606650,1354798
1606650,1704151
1606650,1756122
1606650,1964470
1606650,1734468
1606682,1994245
1606682,1941809
1606682,1297600
1606682,1028567
1606682,1449081
1606720,1859110
1606720,1750545
1606720,1397405
1606720,1985586
1606720,1232692
1606919,1368088
1606919,1490046
1606919,1947589
1606919,1592275
1606919,1153172
1607169,1333666
1607169,1516839
1607169,1524480
1607169,1365080
1607169,1330657
1607207,1617977
1607207,1584125
1607207,1266560
1607207,1639717
1607207,1409395
1607325,1959558
1607325,1117940
1607325,1279957
1607325,1530511
1607325,1882579
1607336,1994284
1607336,1470436
1607336,1646644
1607336,1976314
1607336,1611268
1607356,1819569
1607356,1653959
1607356,1486209
1607356,1947589
1607356,1222277
1607375,1506187
1607375,1513824
1607375,1034822
1607375,1904423
1607375,1172233
1607378,1605149
1607378,1338839
1607378,1039356
1607378,1739731
1607378,1204200
1607445,1690162
1607445,1536998
1607445,1559381
1607445,1959558
1607445,1196945
1607491,1958461
1607491,1032950
1607491,1513824
1607491,1448838
1607491,1397405
1607506,1088195
1607506,1500256
1607506,1198284
1607506,1374512
1607506,1895054
1607570,1387497
1607570,1343764
1607570,1887614
1607570,1609265
1607570,1182621
1607584,1253782
1607584,1877942
1607584,1540692
1607584,1267131
1607584,1685383
1607627,1976314
1607627,1652328
1607627,1368088
1607627,1281560
1607627,1701366
1607649,1816319
1607649,1460654
1607649,1216947
1607649,1806988
1607649,1444089
1607675,1286438
1607675,1032843
1607675,1240824
1607675,1838782
1607675,1351441
1607697,1636950
1607697,1718853
1607697,1962166
1607697,1213041
1607697,1714497
1607740,1343900
1607740,1449764
1607740,1210514
1607740,1343764
1607740,1076896
1607899,1505202
1607899,1669701
1607899,1841064
1607899,1529979
1607899,1272669
1607916,1502474
1607916,1163768
1607916,1882579
1607916,1431907
1607916,1614481
1607946,1434483
1607946,1778721
1607946,1039686
1607946,1950123
1607946,1950690
1607992,1042919
1607992,1393448
1607992,1775872
1607992,1311882
1607992,1880153
1608002,1771749
1608002,1705055
1608002,1344211
1608002,1170020
1608002,1770354
1608203,1902351
1608203,1519689
1608203,1284464
1608203,1647585
1608203,1850198
1608243,1545353
1608243,1097230
1608243,1378858
1608243,1743615
1608243,1316745
1608356,1880153
1608356,1585607
1608356,1322176
1608356,1755191
1608356,1210514
1608409,1161872
1608409,1660999
1608409,1533559
1608409,1459546
1608409,1345153
1608419,1948490
1608419,1777586
1608419,1415947
1608419,1360626
1608419,1016253
1608442,1969050
1608442,1079428
1608442,1281560
1608442,1665135
1608442,1208256
1608511,1147013
1608511,1770354
1608511,1054441
1608511,1683057
1608511,1738173
1608525,1219553
1608525,1475535
1608525,1985971
1608525,1178116
1608525,1529532
1608568,1757730
1608568,1754448
1608568,1867565
1608568,1170020
1608568,1056924
1608747,1632606
1608747,1791225
1608747,1557093
1608747,1775872
1608747,1541365
1609125,1151202
1609125,1178116
1609125,1530511
1609125,1027512
1609125,1470520
1609186,1170010
1609186,1633379
1609186,1914722
1609186,1265633
1609186,1138693
1609267,1294563
1609267,1887861
1609267,1322176
1609267,1023796
1609267,1032950
1609412,1292849
1609412,1056277
1609412,1536065
1609412,1182621
1609412,1788673
1609461,1793695
1609461,1721190
1609461,1491928
1609461,1774643
1609461,1219553
1609735,1242114
1609735,1919130
1609735,1966989
1609735,1823608
1609735,1740691
1609770,1343900
1609770,1281986
1609770,1046315
1609770,1143721
1609770,1597824
1609801,1140585
1609801,1611114
1609801,1276024
1609801,1405072
1609801,1661206
1609901,1354798
1609901,1138361
1609901,1832498
1609901,1385960
1609901,1108410
1609930,1734661
1609930,1478670
1609930,1448838
1609930,1748751
1609930,1743615
1609985,1138859
1609985,1846559
1609985,1551153
1609985,1962707
1609985,1660999
1609998,1014695
1609998,1470436
1609998,1257764
1609998,1446257
1609998,1143721
1610094,1786147
1610094,1039356
1610094,1007659
1610094,1563135
1610094,1670714
1610117,1536998
1610117,1529979
1610117,1726401
1610117,1087656
1610117,1504034
1610458,1039686
1610458,1354798
1610458,1157182
1610458,1905180
1610458,1769927
1610574,1313600
1610574,1106364
1610574,1290726
1610574,1440587
1610574,1431907
1610592,1858896
1610592,1173724
1610592,1398443
1610592,1489020
1610592,1738173
1610611,1493029
1610611,1907826
1610611,1181960
1610611,1481752
1610611,1769927
1610634,1032950
1610634,1666328
1610634,1460654
1610634,1947188
1610634,1639717
1610636,1032950
1610636,1375309
1610636,1855690
1610636,1535805
1610636,1508608
1610947,1192000
1610947,1842528
1610947,1014238
1610947,1943705
1610947,1926686
1611035,1791655
1611035,1508608
1611035,1082049
1611035,1177852
1611035,1859893
1611041,1523812
1611041,1297659
1611041,1152999
1611041,1808775
1611041,1253934
1611115,1469422
1611115,1933128
1611115,1996925
1611115,1663932
1611115,1960952
1611313,1056142
1611313,1644762
1611313,1902389
1611313,1675565
1611313,1898639
1611332,1298229
1611332,1263465
1611332,1850198
1611332,1111862
1611332,1143721
1611689,1774643
1611689,1636187
1611689,1228985
1611689,1604794
1611689,1757730
1611734,1836799
1611734,1350686
1611734,1841064
1611734,1023796
1611734,1368751
1611744,1889642
1611744,1128673
1611744,1646644
1611744,1294563
1611744,1766178
1611773,1300939
1611773,1205756
1611773,1903306
1611773,1232692
1611773,1769808
1611850,1046315
1611850,1584857
1611850,1914722
1611850,1266560
1611850,1206792
1612059,1128673
1612059,1820289
1612059,1042645
1612059,1873434
1612059,1673531
1612087,1375309
1612087,1272669
1612087,1977053
1612087,1084995
1612087,1382895
1612378,1895054
1612378,1536998
1612378,1056924
1612378,1076896
1612378,1621927
1612418,1958824
1612418,1379201
1612418,1398443
1612418,1409433
1612418,1518939
1612519,1214453
1612519,1221961
1612519,1210873
1612519,1536065
1612519,1906466
1612562,1797242
1612562,1877942
1612562,1351441
1612562,1988675
1612562,1766178
1612660,1636489
1612660,1337178
1612660,1678038
1612660,1203799
1612660,1080655
1612696,1216947
1612696,1393679
1612696,1461041
1612696,1816319
1612696,1932907
1612762,1456241
1612762,1316745
1612762,1491928
1612762,1483575
1612762,1778721
1612789,1354810
1612789,1420386
1612789,1623737
1612789,1032950
1612789,1758813
1612841,1970433
1612841,1700329
1612841,1509365
1612841,1746711
1612841,1856496
1612967,1670714
1612967,1896283
1612967,1503208
1612967,1431907
1612967,1806988
1612978,1636950
1612978,1297684
1612978,1165017
1612978,1161872
1612978,1300551
1613051,1935440
1613051,1811121
1613051,1337178
1613051,1069144
1613051,1989539
1613129,1535805
1613129,1638440
1613129,1858866
1613129,1907826
1613129,1655393
1613138,1937021
1613138,1895090
1613138,1257157
1613138,1483575
1613138,1777211
1613139,1869113
1613139,1615648
1613139,1213041
1613139,1655393
1613139,1995596
1613246,1430802
1613246,1826893
1613246,1909819
1613246,1636950
1613246,1391981
1613293,1312844
1613293,1576792
1613293,1371935
1613293,1816319
1613293,1858896
1613449,1726255
1613449,1967793
1613449,1791225
1613449,1426583
1613449,1926575
1613486,1886716
1613486,1671341
1613486,1657231
1613486,1436977
1613486,1538183
1613562,1637951
1613562,1504034
1613562,1228985
1613562,1426583
1613562,1500934
1613593,1094897
1613593,1311247
1613593,1592275
1613593,1730073
1613593,1088195
1613929,1214499
1613929,1948490
1613929,1630277
1613929,1430802
1613929,1769927
1614035,1551153
1614035,1124997
1614035,1300125
1614035,1615648
1614035,1178116
1614041,1839472
1614041,1119298
1614041,1377236
1614041,1180304
1614041,1272669
1614068,1196945
1614068,1536065
1614068,1341315
1614068,1219553
1614068,1541365
1614177,1748751
1614177,1398443
1614177,1437855
1614177,1025861
1614177,1379201
1614279,1460436
1614279,1844264
1614279,1721190
1614279,1425419
1614279,1196945
1614429,1014695
1614429,1014973
1614429,1378858
1614429,1650307
1614429,1585607
1614658,1023796
1614658,1160348
1614658,1498611
1614658,1490046
1614658,1443895
1614729,1524480
1614729,1850198
1614729,1302263
1614729,1157182
1614729,1432691
1614787,1134178
1614787,1034822
1614787,1161872
1614787,1302263
1614787,1950123
1614887,1069144
1614887,1315866
1614887,1486209
1614887,1634459
1614887,1995072
1614960,1300551
1614960,1735060
1614960,1197853
1614960,1634453
1614960,1094897
1614969,1370121
1614969,1986746
1614969,1490339
1614969,1853395
1614969,1584125
1614983,1131516
1614983,1483467
1614983,1977053
1614983,1134525
1614983,1731471
1615076,1079004
1615076,1237096
1615076,1625460
1615076,1980468
1615076,1311882
1615253,1243138
1615253,1782545
1615253,1861964
1615253,1244798
1615253,1534102
1615315,1869113
1615315,1821738
1615315,1405072
1615315,1622881
1615315,1771749
1615339,1295090
1615339,1587300
1615339,1153172
1615339,1947632
1615339,1449081
1615424,1398443
1615424,1124997
1615424,1604794
1615424,1213041
1615424,1078720
1615427,1393448
1615427,1588454
1615427,1502712
1615427,1708645
1615427,1153172
1615465,1409433
1615465,1712536
1615465,1705055
1615465,1322176
1615465,1505202
1615510,1692707
1615510,1949954
1615510,1078720
1615510,1349076
1615510,1356858
1615533,1469422
1615533,1359550
1615533,1638897
1615533,1070005
1615533,1097989
1615551,1084995
1615551,1233055
1615551,1692707
1615551,1766284
1615551,1356517
1615581,1721708
1615581,1633325
1615581,1360626
1615581,1879545
1615581,1309918
1615670,1331091
1615670,1858896
1615670,1494586
1615670,1686065
1615670,1348136
1615794,1513824
1615794,1867565
1615794,1185243
1615794,1010420
1615794,1130829
1615799,1926575
1615799,1119298
1615799,1494449
1615799,1486209
1615799,1415775
1615821,1998756
1615821,1286438
1615821,1770857
1615821,1908661
1615821,1222277
1615830,1191046
1615830,1832498
1615830,1637951
1615830,1213041
1615830,1004302
1615967,1302263
1615967,1351441
1615967,1341315
1615967,1666328
1615967,1061407
1616220,1634459
1616220,1301983
1616220,1704096
1616220,1243711
1616220,1749015
1616264,1905180
1616264,1926575
1616264,1515420
1616264,1941809
1616264,1553954
1616321,1734468
1616321,1829603
1616321,1157182
1616321,1898869
1616321,1311882
1616396,1320769
1616396,1597824
1616396,1882411
1616396,1284967
1616396,1966989
1616459,1605443
1616459,1974901
1616459,1536340
1616459,1395799
1616459,1138361
1616665,1547900
1616665,1138361
1616665,1515420
1616665,1829603
1616665,1276024
1616714,1055075
1616714,1170010
1616714,1330366
1616714,1545353
1616714,1490461
1616775,1634182
1616775,1759239
1616775,1908661
1616775,1385264
1616775,1905180
1616821,1606500
1616821,1295090
1616821,1130829
1616821,1208567
1616821,1458692
1616902,1456241
1616902,1636950
1616902,1489020
1616902,1076896
1616902,1628930
1616993,1393679
1616993,1895090
1616993,1714497
1616993,1989809
1616993,1253934
1617039,1486209
1617039,1272597
1617039,1786642
1617039,1106913
1617039,1446257
1617362,1823608
1617362,1298756
1617362,1868094
1617362,1734661
1617362,1200329
1617646,1520469
1617646,1513824
1617646,1888794
1617646,1309239
1617646,1955027
1617717,1896686
1617717,1840181
1617717,1279957
1617717,1704151
1617717,1301983
1617869,1983714
1617869,1124997
1617869,1994245
1617869,1164138
1617869,1241894
1617889,1191046
1617889,1173724
1617889,1758092
1617889,1124040
1617889,1586946
1617897,1887614
1617897,1379201
1617897,1516839
1617897,1729987
1617897,1774573
1617916,1602884
1617916,1973979
1617916,1657954
1617916,1675463
1617916,1955027
1618037,1634459
1618037,1247319
1618037,1330519
1618037,1867324
1618037,1786642
1618188,1282717
1618188,1602884
1618188,1633379
1618188,1374512
1618188,1343045
1618301,1747228
1618301,1614915
1618301,1521459
1618301,1360626
1618301,1067213
1618375,1498438
1618375,1170020
1618375,1057821
1618375,1624036
1618375,1379201
1618384,1108410
1618384,1625460
1618384,1155460
1618384,1434483
1618384,1309918
1618427,1821683
1618427,1266560
1618427,1115528
1618427,1466529
1618427,1836974
1618502,1466529
1618502,1492968
1618502,1820289
1618502,1490461
1618502,1316745
1618505,1204200
1618505,1236722
1618505,1985586
1618505,1970433
1618505,1792550
1618547,1664629
1618547,1753326
1618547,1298229
1618547,1311247
1618547,1919897
1618569,1657231
1618569,1791925
1618569,1259023
1618569,1331091
1618569,1872659
1618812,1037721
1618812,1947589
1618812,1290453
1618812,1281721
1618812,1168694
1618827,1039653
1618827,1685383
1618827,1719215
1618827,1885470
1618827,1079973
1618840,1243107
1618840,1420386
1618840,1330657
1618840,1896283
1618840,1663932
1618909,1247319
1618909,1387497
1618909,1663932
1618909,1443895
1618909,1242372
1618977,1489131
1618977,1360626
1618977,1994245
1618977,1242609
1618977,1704151
1619037,1443895
1619037,1551153
1619037,1826893
1619037,1638440
1619037,1324732
1619135,1666328
1619135,1288609
1619135,1030034
1619135,1743135
1619135,1162714
1619362,1981204
1619362,1920067
1619362,1573844
1619362,1151645
1619362,1682457
1619817,1051916
1619817,1368088
1619817,1151202
1619817,1958824
1619817,1106364
1619829,1836799
1619829,1788673
1619829,1288609
1619829,1458692
1619829,1337178
1619905,1657954
1619905,1757730
1619905,1647749
1619905,1624722
1619905,1622881
1620163,1433699
1620163,1628930
1620163,1725342
1620163,1609968
1620163,1127964
1620175,1551153
1620175,1859893
1620175,1602698
1620175,1954992
1620175,1378858
1620193,1413822
1620193,1704871
1620193,1309239
1620193,1073907
1620193,1889642
1620298,1734468
1620298,1530511
1620298,1087743
1620298,1224225
1620298,1821738
1620425,1297659
1620425,1178116
1620425,1634182
1620425,1187826
1620425,1882269
1620503,1628329
1620503,1426583
1620503,1387146
1620503,1983714
1620503,1040387
1620697,1134178
1620697,1958824
1620697,1151645
1620697,1719665
1620697,1981204
1620845,1647749
1620845,1424161
1620845,1506187
1620845,1963861
1620845,1537483
1620961,1232692
1620961,1262775
1620961,1988675
1620961,1861356
1620961,1724887
1620973,1173724
1620973,1757730
1620973,1215350
1620973,1225813
1620973,1368088
1620991,1673420
1620991,1636950
1620991,1638897
1620991,1205756
1620991,1051590
1621012,1880646
1621012,1902129
1621012,1112152
1621012,1683133
1621012,1070005
1621127,1534481
1621127,1806988
1621127,1317693
1621127,1602884
1621127,1378433
1621357,1950123
1621357,1459546
1621357,1208284
1621357,1049883
1621357,1636511
1621571,1479507
1621571,1632606
1621571,1647585
1621571,1987773
1621571,1172764
1621833,1138693
1621833,1793695
1621833,1077838
1621833,1530213
1621833,1491928
1621841,1836974
1621841,1660999
1621841,1554732
1621841,1436977
1621841,1997181
1621889,1341315
1621889,1509365
1621889,1469634
1621889,1133998
1621889,1596114
1622130,1640556
1622130,1237096
1622130,1625460
1622130,1592275
1622130,1604086
1622142,1937132
1622142,1023104
1622142,1458692
1622142,1981204
1622142,1161872
1622278,1010420
1622278,1735060
1622278,1282717
1622278,1151645
1622278,1409433
1622302,1368088
1622302,1228985
1622302,1707084
1622302,1502474
1622302,1370121
1622324,1009975
1622324,1640556
1622324,1315866
1622324,1523118
1622324,1028567
1622370,1134178
1622370,1553954
1622370,1777586
1622370,1540794
1622370,1996545
1622513,1286438
1622513,1437855
1622513,1039356
1622513,1055237
1622513,1669701
1622549,1133998
1622549,1152999
1622549,1688992
1622549,1266560
1622549,1076171
1622598,1713361
1622598,1628329
1622598,1162378
1622598,1481752
1622598,1767554
1622667,1563135
1622667,1962267
1622667,1907826
1622667,1311882
1622667,1893456
1622685,1628331
1622685,1297600
1622685,1365080
1622685,1475535
1622685,1861356
1622721,1831631
1622721,1729987
1622721,1941809
1622721,1558469
1622721,1387146
1622753,1140585
1622753,1341315
1622753,1338839
1622753,1907826
1622753,1889979
1622761,1743135
1622761,1232692
1622761,1200453
1622761,1740691
1622761,1882269
1622957,1738173
1622957,1243107
1622957,1841072
1622957,1895090
1622957,1284967
1623136,1182621
1623136,1801705
1623136,1472904
1623136,1443895
1623136,1119298
1623328,1086566
1623328,1762495
1623328,1486973
1623328,1877942
1623328,1402771
1623382,1769808
1623382,1134809
1623382,1865874
1623382,1265633
1623382,1545353
1623394,1483575
1623394,1023809
1623394,1856496
1623394,1727723
1623394,1288609
1623504,1969050
1623504,1014238
1623504,1622881
1623504,1534102
1623504,1472904
1623675,1624722
1623675,1841072
1623675,1040387
1623675,1819569
1623675,1981204
1623753,1086293
1623753,1272493
1623753,1386161
1623753,1034822
1623753,1647749
1623779,1887614
1623779,1857733
1623779,1361586
1623779,1974874
1623779,1844264
1623851,1768055
1623851,1344211
1623851,1775872
1623851,1644762
1623851,1324552
1623888,1448838
1623888,1349076
1623888,1508608
1623888,1826893
1623888,1950690
1623985,1636511
1623985,1997722
1623985,1559381
1623985,1996669
1623985,1421815
1623994,1660476
1623994,1570645
1623994,1839472
1623994,1212233
1623994,1932907
1624085,1716612
1624085,1832498
1624085,1932907
1624085,1234107
1624085,1821683
1624182,1254631
1624182,1518266
1624182,1344854
1624182,1628930
1624182,1079428
1624195,1139040
1624195,1483467
1624195,1982400
1624195,1219553
1624195,1119298
1624256,1537357
1624256,1660476
1624256,1082049
1624256,1994284
1624256,1349076
1624288,1897376
1624288,1324552
1624288,1860164
1624288,1027512
1624288,1191046
1624399,1282717
1624399,1318666
1624399,1904423
1624399,1881867
1624399,1172233
1624417,1820289
1624417,1079973
1624417,1506276
1624417,1301983
1624417,1120838
1624451,1955027
1624451,1501073
1624451,1504034
1624451,1865874
1624451,1617958
1624630,1335447
1624630,1115528
1624630,1300376
1624630,1888064
1624630,1288627
1624738,1055075
1624738,1051916
1624738,1820289
1624738,1432691
1624738,1341315
1624759,1836974
1624759,1007659
1624759,1508608
1624759,1094897
1624759,1586946
1624842,1534102
1624842,1730614
1624842,1147013
1624842,1762408
1624842,1212537
1624853,1665135
1624853,1950123
1624853,1617977
1624853,1592275
1624853,1037721
1624960,1759239
1624960,1540692
1624960,1605443
1624960,1219780
1624960,1950123
1624968,1139136
1624968,1281986
1624968,1587300
1624968,1383174
1624968,1541404
1624989,1351441
1624989,1738173
1624989,1298756
1624989,1554732
1624989,1896283
1625033,1891493
1625033,1155460
1625033,1201148
1625033,1489020
1625033,1539628
1625059,1988675
1625059,1084995
1625059,1127964
1625059,1244444
1625059,1377236
1625099,1657231
1625099,1617958
1625099,1774964
1625099,1170010
1625099,1446257
1625126,1777586
1625126,1309239
1625126,1037721
1625126,1919897
1625126,1545353
1625358,1639717
1625358,1898639
1625358,1877306
1625358,1885470
1625358,1237420
1625376,1405072
1625376,1586946
1625376,1379201
1625376,1734661
1625376,1840181
1625395,1289393
1625395,1770354
1625395,1219780
1625395,1841667
1625395,1182923
1625401,1297600
1625401,1335447
1625401,1385960
1625401,1584857
1625401,1057821
1625402,1316331
1625402,1617958
1625402,1046892
1625402,1704151
1625402,1394657
1625411,1614915
1625411,1210514
1625411,1151645
1625411,1989539
1625411,1949954
1625415,1637951
1625415,1701366
1625415,1042919
1625415,1788673
1625415,1513824
1625445,1350686
1625445,1636489
1625445,1967864
1625445,1995072
1625445,1489131
1625492,1670415
1625492,1823899
1625492,1200329
1625492,1889774
1625492,1832721
1625674,1164138
1625674,1627170
1625674,1634453
1625674,1124997
1625674,1636187
1625691,1664629
1625691,1486209
1625691,1624722
1625691,1530213
1625691,1122133
1625731,1831631
1625731,1685483
1625731,1670831
1625731,1592275
1625731,1523118
1625802,1120731
1625802,1498611
1625802,1747228
1625802,1040065
1625802,1343900
1625908,1124997
1625908,1678038
1625908,1139040
1625908,1765787
1625908,1536340
1626015,1309918
1626015,1086293
1626015,1621927
1626015,1932907
1626015,1076171
1626016,1272597
1626016,1576792
1626016,1587300
1626016,1503208
1626016,1094131
1626061,1152999
1626061,1028567
1626061,1088195
1626061,1079004
1626061,1084995
1626103,1888064
1626103,1891493
1626103,1981204
1626103,1758092
1626103,1073907
1626151,1888064
1626151,1354810
1626151,1317693
1626151,1929955
1626151,1506276
1626177,1893456
1626177,1243711
1626177,1493029
1626177,1707084
1626177,1661206
1626217,1960952
1626217,1634459
1626217,1745803
1626217,1170010
1626217,1896283
1626370,1721708
1626370,1506187
1626370,1791016
1626370,1986746
1626370,1821738
1626412,1317693
1626412,1614915
1626412,1996925
1626412,1776936
1626412,1242372
1626421,1980468
1626421,1719665
1626421,1243711
1626421,1132795
1626421,1348136
1626431,1607278
1626431,1486209
1626431,1753913
1626431,1553954
1626431,1865540
1626892,1681404
1626892,1155460
1626892,1891493
1626892,1265633
1626892,1893456
1626955,1302263
1626955,1093924
1626955,1282163
1626955,1337178
1626955,1926686
1627063,1112152
1627063,1729006
1627063,1529532
1627063,1386161
1627063,1626869
1627104,1456241
1627104,1164160
1627104,1977053
1627104,1424161
1627104,1158336
1627132,1865874
1627132,1272669
1627132,1504034
1627132,1921927
1627132,1147013
1627241,1344240
1627241,1040009
1627241,1097989
1627241,1298229
1627241,1513832
1627289,1039356
1627289,1286438
1627289,1440587
1627289,1489252
1627289,1039653
1627296,1509365
1627296,1443895
1627296,1652328
1627296,1078720
1627296,1637008
1627557,1929955
1627557,1061407
1627557,1168694
1627557,1234107
1627557,1058615
1627603,1947589
1627603,1750545
1627603,1078720
1627603,1937021
1627603,1536998
1627623,1312516
1627623,1886220
1627623,1343045
1627623,1225813
1627623,1079004
1627675,1295090
1627675,1686065
1627675,1276024
1627675,1821738
1627675,1107600
1627826,1124040
1627826,1501073
1627826,1560722
1627826,1423002
1627826,1354798
1627854,1502474
1627854,1294312
1627854,1846559
1627854,1557093
1627854,1300939
1627870,1813478
1627870,1360626
