customer_id,age_bucket,is_returning_customer,favorite_genres
1003381,56-65,False,[]
1003519,66+,False,"['Beach-Read', 'History', 'Classic', 'Pop-Sci', 'Sci-Fi', 'Biography', 'Drama', 'Thriller', 'Pop-Psychology', 'Romance']"
1003520,36-45,False,"['Drama', 'Romance', 'Pop-Sci', 'Beach-Read']"
1003603,56-65,True,"['Pop-Psychology', 'History', 'Sci-Fi', 'Pop-Sci']"
1003676,36-45,True,"['Thriller', 'Self-Help', 'Beach-Read', 'History', 'Pop-Sci', 'Sci-Fi', 'Romance', 'Pop-Psychology', 'Drama']"
1003726,,True,"['History', 'Self-Help', 'Biography', 'Beach-Read', 'Classic', 'Pop-Sci']"
1003757,46-55,True,"['History', 'Pop-Psychology', 'Biography', 'Beach-Read', 'Classic', 'Romance', 'Sci-Fi', 'Self-Help']"
1003821,56-65,True,"['Thriller', 'Classic', 'Biography', 'Romance', 'Drama', 'Sci-Fi', 'Pop-Sci', 'Self-Help']"
1003918,56-65,True,[]
1004044,56-65,True,"['Classic', 'Sci-Fi', 'Beach-Read', 'Pop-Psychology', 'Pop-Sci']"
1004088,36-45,True,"['Pop-Psychology', 'History', 'Self-Help', 'Drama', 'Romance', 'Beach-Read', 'Thriller', 'Classic', 'Biography', 'Sci-Fi']"
1004330,26-35,True,"['Classic', 'Sci-Fi', 'Drama', 'Romance', 'Beach-Read', 'Self-Help', 'Pop-Psychology', 'Pop-Sci', 'Biography']"
1004339,66+,True,"['Classic', 'Sci-Fi', 'Drama', 'Thriller', 'Beach-Read', 'Romance', 'History']"
1004416,66+,False,"['Biography', 'Pop-Sci', 'Thriller', 'Pop-Psychology', 'Romance', 'Sci-Fi', 'Beach-Read', 'Classic', 'History', 'Drama']"
1004465,56-65,False,"['Sci-Fi', 'Pop-Psychology', 'Pop-Sci', 'Romance', 'Classic', 'Beach-Read', 'Drama']"
1004471,36-45,True,"['Sci-Fi', 'Pop-Sci', 'Romance', 'History', 'Classic', 'Pop-Psychology', 'Self-Help', 'Beach-Read']"
1004480,46-55,True,"['Self-Help', 'Thriller', 'Drama', 'Sci-Fi', 'Pop-Psychology', 'Beach-Read', 'History', 'Pop-Sci', 'Romance', 'Classic']"
1004729,56-65,True,"['Pop-Psychology', 'Sci-Fi', 'Romance']"
1004776,46-55,False,"['Classic', 'Self-Help', 'Beach-Read', 'Romance']"
1004863,36-45,True,"['Biography', 'Thriller', 'Pop-Psychology', 'Romance', 'Drama', 'History', 'Pop-Sci', 'Classic']"
1004898,36-45,True,['Thriller']
1005015,18-25,False,"['Sci-Fi', 'Drama', 'Pop-Sci', 'Beach-Read']"
1005028,66+,True,"['Romance', 'Drama', 'Biography', 'History', 'Beach-Read', 'Pop-Psychology', 'Sci-Fi', 'Self-Help', 'Classic', 'Thriller']"
1005033,46-55,True,"['Romance', 'Pop-Sci', 'Thriller']"
1005060,18-25,False,"['Sci-Fi', 'Classic', 'Pop-Psychology', 'Biography', 'Thriller', 'Beach-Read', 'Pop-Sci']"
1005159,56-65,True,['Biography']
1005226,56-65,True,"['History', 'Sci-Fi', 'Drama', 'Romance', 'Thriller', 'Pop-Psychology', 'Beach-Read', 'Biography']"
1005464,46-55,False,"['Biography', 'Beach-Read']"
1005585,,True,['Pop-Psychology']
1005656,36-45,True,['Beach-Read']
1005708,18-25,True,"['Pop-Psychology', 'Drama', 'Sci-Fi', 'Thriller', 'Classic']"
1005791,36-45,False,"['Sci-Fi', 'Self-Help', 'Biography', 'Pop-Psychology', 'Pop-Sci', 'Beach-Read', 'Classic', 'Romance', 'History']"
1005867,46-55,False,"['Drama', 'Pop-Psychology', 'History', 'Classic']"
1005896,66+,True,"['History', 'Thriller']"
1006298,18-25,False,"['Thriller', 'Sci-Fi', 'History', 'Pop-Psychology']"
1006359,18-25,True,"['Drama', 'History', 'Pop-Psychology', 'Pop-Sci', 'Romance', 'Thriller', 'Sci-Fi', 'Classic', 'Self-Help', 'Beach-Read']"
1006424,66+,True,"['History', 'Self-Help', 'Romance']"
1006450,36-45,True,['Romance']
1006505,66+,True,"['Biography', 'Pop-Sci', 'Self-Help', 'Drama', 'Romance', 'Sci-Fi']"
1006709,46-55,True,['Biography']
1006990,18-25,True,"['Romance', 'Thriller', 'Biography', 'History']"
1006992,56-65,True,"['Pop-Sci', 'Self-Help', 'Beach-Read', 'Sci-Fi', 'History', 'Romance', 'Thriller', 'Pop-Psychology', 'Classic']"
1007053,36-45,True,"['Classic', 'Drama', 'Biography', 'Pop-Sci', 'Pop-Psychology']"
1007150,26-35,True,['Pop-Psychology']
1007289,46-55,False,"['Pop-Psychology', 'Self-Help', 'History', 'Sci-Fi', 'Romance', 'Classic', 'Biography', 'Drama', 'Pop-Sci', 'Beach-Read']"
1007295,36-45,False,"['Pop-Sci', 'Drama', 'Classic', 'Biography', 'Pop-Psychology', 'Beach-Read', 'Self-Help', 'Sci-Fi', 'History']"
1007345,26-35,True,"['Self-Help', 'Biography', 'Sci-Fi']"
1007412,36-45,False,"['Thriller', 'History', 'Pop-Psychology', 'Biography', 'Classic', 'Sci-Fi', 'Self-Help', 'Pop-Sci', 'Drama', 'Romance']"
1007428,26-35,False,"['Thriller', 'Pop-Psychology', 'Self-Help', 'Sci-Fi', 'Classic', 'Pop-Sci']"
1007463,26-35,True,"['Sci-Fi', 'Classic', 'History', 'Drama', 'Thriller', 'Self-Help', 'Biography', 'Pop-Sci', 'Pop-Psychology']"
1007535,66+,True,"['Romance', 'Self-Help', 'History', 'Pop-Sci', 'Biography', 'Classic', 'Thriller']"
1007540,56-65,True,"['Drama', 'Beach-Read', 'Self-Help', 'Pop-Sci', 'Sci-Fi', 'History']"
1007686,46-55,False,"['Pop-Sci', 'Pop-Psychology', 'Biography', 'Classic', 'Drama']"
1007773,,True,"['Drama', 'Sci-Fi', 'Classic', 'Biography', 'Beach-Read', 'History', 'Self-Help', 'Pop-Psychology', 'Pop-Sci']"
1007830,46-55,False,[]
1007990,46-55,True,"['Biography', 'Self-Help']"
1008019,46-55,True,['Self-Help']
1008023,,False,"['Romance', 'Drama', 'Biography', 'Beach-Read', 'Sci-Fi', 'Classic']"
1008044,56-65,False,"['History', 'Romance', 'Sci-Fi', 'Pop-Psychology', 'Beach-Read', 'Thriller', 'Pop-Sci', 'Biography']"
1008184,,False,"['Classic', 'Biography']"
1008300,56-65,True,"['Romance', 'Sci-Fi', 'Beach-Read', 'History']"
1008426,46-55,True,"['Sci-Fi', 'History', 'Beach-Read', 'Romance']"
1008469,46-55,False,"['Self-Help', 'Classic', 'Sci-Fi', 'History']"
1008654,26-35,True,['Drama']
1008658,46-55,True,"['Pop-Psychology', 'Beach-Read', 'Classic']"
1008681,18-25,True,"['Romance', 'Thriller', 'History', 'Biography', 'Self-Help']"
1008687,36-45,False,"['Pop-Psychology', 'History', 'Self-Help', 'Beach-Read', 'Classic']"
1008708,26-35,True,['Sci-Fi']
1008717,46-55,False,[]
1008760,46-55,True,"['Sci-Fi', 'Biography', 'Self-Help']"
1008924,26-35,True,[]
1008985,26-35,True,"['Romance', 'Self-Help', 'Drama', 'History', 'Beach-Read', 'Classic', 'Biography', 'Pop-Psychology', 'Thriller']"
1009095,26-35,True,"['Beach-Read', 'Thriller', 'Self-Help', 'Biography', 'History', 'Pop-Sci', 'Pop-Psychology', 'Romance', 'Classic']"
1009097,56-65,True,"['Thriller', 'Romance', 'Drama', 'Sci-Fi', 'Beach-Read', 'Pop-Sci']"
1009193,66+,True,"['Biography', 'Pop-Psychology', 'Pop-Sci', 'Drama']"
1009211,36-45,False,['Self-Help']
1009221,18-25,True,"['Romance', 'Pop-Sci']"
1009237,,True,"['History', 'Classic', 'Pop-Sci', 'Romance', 'Sci-Fi', 'Self-Help', 'Thriller', 'Pop-Psychology', 'Biography', 'Beach-Read']"
1009327,26-35,True,"['Biography', 'Drama', 'Romance', 'Beach-Read', 'Sci-Fi', 'Thriller', 'Pop-Sci', 'Classic', 'Pop-Psychology']"
1009714,46-55,False,"['Classic', 'Biography', 'Sci-Fi', 'Pop-Sci', 'Drama', 'History', 'Beach-Read', 'Thriller']"
1009737,56-65,True,"['Pop-Psychology', 'Biography', 'Drama', 'Beach-Read', 'Pop-Sci', 'Sci-Fi', 'Thriller']"
1009798,18-25,True,[]
1009861,0-17,True,"['Thriller', 'History', 'Drama', 'Sci-Fi']"
1009954,36-45,True,"['Beach-Read', 'Romance', 'Sci-Fi', 'Thriller', 'Biography', 'Pop-Psychology']"
1009961,46-55,True,"['Beach-Read', 'Pop-Sci', 'Sci-Fi', 'Thriller', 'Drama', 'Self-Help', 'History', 'Biography', 'Classic']"
1010035,26-35,False,"['Pop-Psychology', 'Thriller', 'Self-Help', 'Biography', 'Beach-Read', 'Drama', 'Pop-Sci', 'History']"
1010049,46-55,True,[]
1010120,56-65,False,"['Pop-Sci', 'Romance', 'Thriller']"
1010280,66+,True,"['Pop-Sci', 'Classic', 'Beach-Read', 'Self-Help']"
1010406,46-55,False,"['Drama', 'Biography', 'History', 'Thriller', 'Classic', 'Pop-Psychology', 'Beach-Read', 'Pop-Sci', 'Sci-Fi', 'Self-Help']"
1010464,26-35,False,"['Sci-Fi', 'Beach-Read', 'Drama']"
1010588,56-65,True,"['Pop-Sci', 'Romance', 'Biography', 'Beach-Read', 'Self-Help']"
1010616,26-35,True,['Sci-Fi']
1010676,,True,[]
1010787,46-55,True,"['Pop-Sci', 'Biography', 'Pop-Psychology']"
1010848,56-65,False,"['Romance', 'History', 'Self-Help', 'Sci-Fi', 'Pop-Psychology', 'Pop-Sci', 'Classic', 'Beach-Read', 'Biography']"
1010932,36-45,False,"['Sci-Fi', 'Romance', 'Classic', 'Drama']"
1010956,46-55,False,"['Thriller', 'Biography', 'Beach-Read', 'Classic', 'Drama']"
1010968,26-35,False,"['Romance', 'Biography', 'Sci-Fi', 'History', 'Beach-Read', 'Thriller', 'Classic', 'Self-Help', 'Drama', 'Pop-Psychology']"
1010969,26-35,True,"['Classic', 'Beach-Read', 'Romance', 'Pop-Psychology', 'Pop-Sci']"
1011087,18-25,True,"['Sci-Fi', 'Biography', 'Drama']"
1011121,26-35,False,"['Beach-Read', 'History', 'Classic', 'Romance', 'Biography', 'Thriller']"
1011319,56-65,True,[]
1012009,46-55,False,"['Biography', 'History', 'Romance', 'Thriller', 'Drama', 'Pop-Sci', 'Pop-Psychology']"
1012245,56-65,False,[]
1012258,36-45,True,"['Sci-Fi', 'Self-Help', 'Classic', 'Pop-Psychology', 'Pop-Sci', 'Biography', 'Drama']"
1012284,66+,False,"['Pop-Sci', 'Romance', 'Self-Help', 'History', 'Pop-Psychology', 'Biography']"
1012292,,True,['Sci-Fi']
1012315,56-65,False,"['Classic', 'Pop-Sci']"
1012377,56-65,True,"['History', 'Classic', 'Drama', 'Self-Help', 'Biography', 'Pop-Sci', 'Sci-Fi', 'Beach-Read']"
1012395,66+,True,"['Self-Help', 'History', 'Drama', 'Beach-Read', 'Thriller', 'Romance', 'Pop-Psychology', 'Classic', 'Pop-Sci']"
1012432,26-35,True,"['Thriller', 'Romance', 'Sci-Fi', 'History', 'Biography']"
1012608,0-17,False,"['Pop-Psychology', 'Beach-Read', 'Self-Help', 'Sci-Fi', 'Drama']"
1012747,46-55,True,"['Self-Help', 'Classic', 'Beach-Read', 'Drama']"
1012786,46-55,True,[]
1012822,26-35,True,[]
1012902,56-65,False,"['Sci-Fi', 'Self-Help', 'Pop-Sci', 'Pop-Psychology', 'Classic', 'Biography', 'Romance', 'Beach-Read']"
1012941,56-65,False,"['History', 'Self-Help', 'Classic', 'Romance', 'Biography', 'Thriller', 'Beach-Read', 'Pop-Psychology', 'Sci-Fi']"
1012973,26-35,True,"['Pop-Sci', 'Thriller', 'Romance', 'History', 'Biography']"
1012983,66+,False,"['Pop-Psychology', 'Biography', 'History', 'Romance', 'Classic', 'Beach-Read', 'Thriller', 'Sci-Fi', 'Drama', 'Pop-Sci']"
1013035,56-65,True,[]
1013037,46-55,False,"['Thriller', 'Romance']"
1013143,66+,False,"['Sci-Fi', 'Beach-Read', 'History', 'Romance', 'Self-Help', 'Pop-Psychology', 'Thriller']"
1013148,56-65,True,"['Sci-Fi', 'Classic', 'Pop-Psychology', 'Thriller', 'Drama', 'Beach-Read', 'Self-Help', 'Pop-Sci', 'Romance']"
1013305,46-55,True,"['Pop-Psychology', 'Pop-Sci', 'History', 'Self-Help', 'Thriller', 'Beach-Read', 'Classic', 'Sci-Fi']"
1013373,26-35,False,"['Romance', 'Biography', 'Sci-Fi', 'Beach-Read', 'Self-Help', 'Thriller', 'Drama']"
1013554,56-65,True,"['Drama', 'Pop-Psychology', 'Self-Help', 'History', 'Romance', 'Thriller', 'Biography', 'Classic', 'Beach-Read', 'Pop-Sci']"
1013610,26-35,True,"['Sci-Fi', 'Romance', 'History', 'Pop-Psychology', 'Beach-Read', 'Drama', 'Classic', 'Thriller', 'Pop-Sci', 'Self-Help']"
1013621,36-45,True,"['Self-Help', 'Beach-Read']"
1013639,46-55,True,"['Pop-Psychology', 'Pop-Sci', 'Sci-Fi', 'Self-Help', 'Classic', 'Romance', 'Beach-Read', 'Thriller']"
1013903,46-55,True,"['Sci-Fi', 'Beach-Read', 'Pop-Psychology']"
1013996,18-25,True,"['Pop-Sci', 'Sci-Fi', 'Romance', 'History', 'Drama', 'Thriller', 'Self-Help', 'Biography', 'Beach-Read', 'Pop-Psychology']"
1014062,66+,True,"['Drama', 'Classic', 'Biography', 'Pop-Psychology']"
1014072,46-55,False,"['Pop-Psychology', 'Drama', 'Classic', 'Romance', 'Self-Help', 'Biography', 'Beach-Read', 'Thriller', 'Pop-Sci', 'History']"
1014080,66+,False,"['Biography', 'Beach-Read', 'Pop-Psychology', 'Classic', 'Self-Help', 'Thriller', 'History', 'Drama']"
1014130,26-35,True,['Thriller']
1014137,18-25,False,[]
1014170,36-45,True,"['Pop-Sci', 'Romance', 'Drama', 'Thriller', 'Self-Help', 'Classic', 'Beach-Read', 'Sci-Fi']"
1014226,56-65,True,[]
1014267,26-35,True,[]
1014269,66+,True,"['Biography', 'Romance', 'Classic', 'Sci-Fi', 'Drama']"
1014360,36-45,True,[]
1014435,66+,True,"['Sci-Fi', 'History', 'Self-Help', 'Pop-Psychology', 'Thriller', 'Pop-Sci', 'Romance']"
1014607,46-55,True,"['Self-Help', 'Pop-Psychology', 'Classic', 'Beach-Read', 'Pop-Sci', 'Thriller', 'History', 'Sci-Fi']"
1014749,56-65,True,"['Romance', 'Pop-Sci', 'Sci-Fi', 'Classic', 'Thriller', 'Biography']"
1014842,66+,True,"['History', 'Romance', 'Biography', 'Self-Help', 'Drama', 'Pop-Psychology', 'Beach-Read', 'Classic', 'Sci-Fi', 'Thriller']"
1014885,46-55,False,[]
1014930,36-45,True,"['History', 'Biography', 'Thriller', 'Pop-Sci', 'Pop-Psychology', 'Sci-Fi', 'Beach-Read', 'Drama', 'Classic']"
1015026,36-45,True,['Romance']
1015103,18-25,True,"['Biography', 'Drama']"
1015275,26-35,True,"['Pop-Psychology', 'Romance', 'Self-Help', 'Pop-Sci', 'Drama', 'Thriller', 'Sci-Fi']"
1015301,26-35,True,['Classic']
1015319,18-25,False,"['History', 'Pop-Psychology', 'Pop-Sci', 'Sci-Fi', 'Beach-Read', 'Thriller']"
1015512,56-65,True,[]
1015696,46-55,False,"['History', 'Romance', 'Beach-Read', 'Self-Help', 'Pop-Psychology', 'Pop-Sci', 'Classic', 'Thriller', 'Biography', 'Drama']"
1015735,46-55,True,[]
1015886,18-25,True,"['Beach-Read', 'History']"
1015920,66+,True,"['History', 'Thriller', 'Biography', 'Sci-Fi', 'Classic']"
1015971,,False,"['History', 'Beach-Read', 'Biography', 'Romance']"
1016038,18-25,False,"['Sci-Fi', 'Drama', 'Pop-Sci', 'Pop-Psychology', 'Self-Help', 'Romance', 'Classic']"
1016080,26-35,True,[]
1016092,46-55,True,"['Classic', 'Pop-Sci', 'Pop-Psychology', 'Romance', 'History', 'Self-Help', 'Sci-Fi', 'Thriller', 'Biography']"
1016247,46-55,False,[]
1016408,18-25,True,"['Pop-Psychology', 'Drama', 'Biography', 'History', 'Pop-Sci', 'Self-Help', 'Classic', 'Sci-Fi', 'Beach-Read', 'Thriller']"
1016487,46-55,True,"['Sci-Fi', 'Romance', 'Pop-Sci', 'Self-Help', 'Biography', 'Thriller']"
1016506,46-55,True,"['Self-Help', 'Pop-Psychology', 'Drama', 'Pop-Sci', 'Romance', 'Sci-Fi']"
1016556,46-55,False,"['Thriller', 'Classic']"
1016581,46-55,False,"['Self-Help', 'Pop-Psychology', 'Beach-Read']"
1016675,26-35,True,['Pop-Psychology']
1016699,26-35,True,"['History', 'Romance', 'Sci-Fi', 'Beach-Read', 'Classic', 'Biography']"
1016812,18-25,False,"['Sci-Fi', 'Thriller', 'Classic', 'Pop-Psychology']"
1016999,56-65,True,"['Sci-Fi', 'Thriller', 'Pop-Psychology', 'Biography', 'Drama', 'Classic', 'Beach-Read']"
1017063,,True,"['History', 'Pop-Psychology', 'Sci-Fi', 'Pop-Sci']"
1017146,56-65,True,"['Beach-Read', 'Drama', 'Pop-Sci']"
1017196,46-55,True,"['Pop-Sci', 'Biography', 'Romance', 'Thriller', 'Drama']"
1017237,36-45,True,"['Biography', 'History', 'Beach-Read', 'Self-Help', 'Pop-Sci', 'Thriller', 'Pop-Psychology', 'Sci-Fi', 'Drama', 'Classic']"
1017282,,True,"['Thriller', 'Pop-Psychology', 'Drama', 'Self-Help', 'Sci-Fi', 'History', 'Classic']"
1017538,46-55,False,"['Romance', 'Biography', 'Beach-Read', 'Pop-Sci', 'Drama', 'Self-Help', 'Pop-Psychology', 'History']"
1017646,26-35,True,"['History', 'Sci-Fi', 'Thriller', 'Classic', 'Romance', 'Pop-Sci', 'Drama']"
1017897,36-45,True,"['Classic', 'Beach-Read', 'History', 'Romance']"
1018007,66+,False,"['Biography', 'Drama', 'Classic', 'Thriller', 'History', 'Sci-Fi']"
1018042,46-55,True,[]
1018092,56-65,True,"['Biography', 'Classic']"
1018206,56-65,False,"['History', 'Drama', 'Self-Help']"
1018279,46-55,False,"['Romance', 'Biography']"
1018373,18-25,True,"['History', 'Self-Help', 'Pop-Sci', 'Drama', 'Pop-Psychology', 'Biography', 'Beach-Read', 'Classic']"
1018393,56-65,True,"['Sci-Fi', 'Pop-Sci', 'Classic']"
1018475,66+,True,"['Self-Help', 'Thriller']"
1018506,18-25,True,[]
1018564,46-55,False,"['Pop-Psychology', 'Beach-Read', 'Sci-Fi', 'History']"
1018634,46-55,False,"['History', 'Classic', 'Thriller', 'Self-Help', 'Romance', 'Pop-Sci', 'Beach-Read', 'Sci-Fi', 'Drama', 'Biography']"
1018832,18-25,True,"['Thriller', 'Sci-Fi', 'Romance', 'Drama']"
1018868,26-35,True,"['Beach-Read', 'Pop-Psychology', 'Romance', 'Biography', 'Drama', 'Self-Help', 'History', 'Thriller', 'Sci-Fi']"
1018900,46-55,False,"['Self-Help', 'History', 'Pop-Psychology', 'Thriller', 'Romance', 'Pop-Sci']"
1018958,56-65,True,"['Beach-Read', 'Pop-Sci', 'Drama']"
1019038,26-35,True,"['Biography', 'Romance', 'History', 'Self-Help', 'Thriller', 'Classic', 'Beach-Read', 'Pop-Sci', 'Drama', 'Sci-Fi']"
1019093,36-45,True,['History']
1019108,66+,True,['Romance']
1019114,26-35,True,['Self-Help']
1019151,26-35,False,"['Sci-Fi', 'Romance', 'Drama', 'History', 'Classic']"
1019176,46-55,True,"['History', 'Romance']"
1019415,56-65,True,[]
1019422,26-35,True,"['Thriller', 'Pop-Sci', 'Sci-Fi']"
1019532,,True,"['Sci-Fi', 'Self-Help']"
1019609,26-35,True,"['Beach-Read', 'Self-Help', 'Sci-Fi', 'Biography', 'History', 'Pop-Psychology', 'Classic', 'Pop-Sci', 'Thriller']"
1019618,36-45,True,"['Classic', 'Thriller']"
1019655,66+,True,['Beach-Read']
1019709,36-45,False,['Biography']
1019875,36-45,False,"['Thriller', 'Pop-Sci', 'Drama', 'History', 'Sci-Fi']"
1020159,46-55,False,"['Romance', 'Biography']"
1020429,66+,True,"['Self-Help', 'Romance', 'History']"
1020473,56-65,True,['Drama']
1020510,56-65,True,"['Pop-Psychology', 'Pop-Sci', 'Beach-Read', 'History', 'Sci-Fi', 'Thriller', 'Classic', 'Self-Help', 'Biography', 'Drama']"
1020552,26-35,True,"['Romance', 'Biography', 'Classic', 'Sci-Fi', 'Beach-Read', 'Drama', 'Thriller', 'Self-Help']"
1020673,26-35,True,[]
1020732,46-55,True,"['Classic', 'Biography', 'Beach-Read', 'Thriller']"
1020775,26-35,True,"['Thriller', 'Classic', 'Beach-Read', 'Sci-Fi', 'Pop-Psychology', 'Self-Help', 'Pop-Sci']"
1020832,26-35,True,"['Beach-Read', 'Pop-Sci', 'Pop-Psychology', 'Biography', 'Classic']"
1020835,18-25,True,"['Biography', 'Classic', 'Drama', 'Pop-Sci', 'Thriller', 'Romance', 'Pop-Psychology', 'Beach-Read']"
1021117,26-35,True,"['Biography', 'Beach-Read', 'Classic', 'Self-Help', 'Drama', 'Sci-Fi', 'Pop-Psychology']"
1021219,36-45,True,"['Thriller', 'Pop-Psychology', 'Biography', 'Pop-Sci', 'Drama', 'Classic', 'Self-Help', 'History']"
1021295,46-55,True,"['Sci-Fi', 'Biography', 'Classic', 'History', 'Romance', 'Beach-Read', 'Pop-Psychology', 'Thriller', 'Pop-Sci', 'Drama']"
1021406,36-45,True,"['History', 'Biography', 'Pop-Sci', 'Self-Help', 'Romance', 'Pop-Psychology']"
1021425,18-25,False,"['Classic', 'Sci-Fi', 'Beach-Read', 'Thriller', 'Pop-Sci', 'Pop-Psychology', 'Self-Help']"
1021471,46-55,True,"['Self-Help', 'Classic']"
1021486,66+,False,"['Sci-Fi', 'Drama', 'Pop-Sci', 'History', 'Beach-Read', 'Self-Help']"
1021592,56-65,True,"['Pop-Sci', 'Beach-Read', 'Drama', 'Classic', 'Thriller', 'Sci-Fi', 'Biography', 'Pop-Psychology', 'Self-Help', 'History']"
1021619,66+,True,['Thriller']
1021706,46-55,True,"['Self-Help', 'Pop-Psychology', 'Beach-Read', 'Thriller', 'Classic', 'Pop-Sci', 'History', 'Romance', 'Sci-Fi']"
1021827,46-55,True,[]
1021904,46-55,True,"['Sci-Fi', 'Pop-Psychology', 'Pop-Sci']"
1022049,56-65,True,"['Romance', 'Pop-Psychology', 'Drama', 'Self-Help']"
1022081,18-25,True,"['Pop-Psychology', 'Sci-Fi', 'Thriller']"
1022285,26-35,True,"['Romance', 'Pop-Psychology', 'Sci-Fi', 'Biography', 'Drama', 'Pop-Sci', 'Thriller', 'Classic', 'Beach-Read', 'History']"
1022426,46-55,False,"['Thriller', 'Beach-Read', 'Sci-Fi', 'Classic', 'Romance', 'Pop-Sci', 'Biography']"
1022479,46-55,True,"['Sci-Fi', 'History', 'Self-Help', 'Pop-Psychology', 'Romance', 'Pop-Sci', 'Drama', 'Biography', 'Beach-Read']"
1022492,56-65,True,"['Pop-Psychology', 'Biography', 'Drama', 'Sci-Fi', 'Thriller', 'Pop-Sci']"
1022538,46-55,True,[]
1022539,18-25,True,"['Sci-Fi', 'Classic', 'Self-Help', 'Pop-Psychology', 'Pop-Sci', 'Drama', 'Thriller', 'History', 'Biography', 'Romance']"
1022832,26-35,True,[]
1022848,36-45,True,"['Classic', 'Self-Help']"
