product_id,length,difficulty,fiction,genre
1858896,982,1,True,Thriller
1027512,406,-1,False,Pop-Sci
1192568,704,2,True,Romance
1489252,348,4,False,History
1994284,386,1,True,Sci-Fi
1615648,166,1,True,Sci-Fi
1102310,351,2,True,Thriller
1661206,677,2,True,Drama
1132795,646,-1,True,Beach-Read
1707084,700,2,False,Biography
1792432,901,4,False,Pop-Psychology
1559358,274,4,True,Sci-Fi
1115971,989,-1,False,Self-Help
1518266,119,5,False,Biography
1434483,804,5,False,Pop-Sci
1431907,478,3,True,Thriller
1749015,152,2,True,Beach-Read
1312010,487,2,True,Drama
1297684,355,-1,True,Thriller
1094131,835,5,True,Thriller
1650558,331,5,True,Thriller
1461672,111,4,False,Pop-Sci
1761853,455,1,True,Beach-Read
1134809,367,1,True,Sci-Fi
1874983,299,2,True,Beach-Read
1543129,236,4,False,Biography
1379201,780,-1,True,Sci-Fi
1592275,749,3,True,Thriller
1185243,287,3,True,Romance
1310156,895,1,True,Sci-Fi
1178957,485,4,False,Pop-Sci
1466529,1000268,4,True,Romance
1509365,791,3,True,Beach-Read
1023796,318,3,False,Biography
1895054,936,5,True,Thriller
1465869,106,5,True,Classic
1172764,717,5,False,Pop-Sci
1481752,814,2,False,Self-Help
1007659,620,-1,True,Drama
1051916,474,3,True,Thriller
1289393,177,-1,True,Sci-Fi
1778721,1000009,3,False,Self-Help
1747228,472,3,True,Romance
1404058,265,5,True,Beach-Read
1284464,897,2,True,Sci-Fi
1604794,650,4,False,Pop-Psychology
1170010,1000028,3,True,Classic
1505202,1000081,2,False,Biography
1460436,959,1,True,Sci-Fi
1663932,224,3,True,Beach-Read
1729006,382,-1,True,Beach-Read
1244798,562,3,True,Thriller
1459308,834,-1,True,Sci-Fi
1704151,808,2,True,Beach-Read
1064193,867,5,True,Thriller
1762495,419,1,False,Biography
1860164,978,2,True,Thriller
1708504,368,2,True,Romance
1932907,1000481,3,True,Thriller
1208567,369,1,False,Pop-Sci
1128673,410,2,True,Romance
1272597,332,5,True,Thriller
1228985,904,1,True,Romance
1210514,139,5,False,History
1282717,753,4,True,Sci-Fi
1297659,857,1,False,History
1994245,946,5,True,Thriller
1625460,1000303,3,False,Self-Help
1498438,756,1,False,Pop-Sci
1272493,111,5,False,Biography
1233055,281,1,False,History
1888064,661,4,False,Pop-Sci
1371935,1000433,1,False,Biography
1919897,453,-1,False,Pop-Sci
1833307,754,3,False,Self-Help
1265271,1000081,1,True,Beach-Read
1048650,955,5,False,Pop-Sci
1368751,806,3,False,Self-Help
1574459,296,1,False,Biography
1727723,311,5,True,Beach-Read
1640556,312,-1,True,Thriller
1387497,892,1,True,Sci-Fi
1647749,468,2,True,Romance
1963861,656,4,False,History
1788351,536,5,True,Romance
1766178,915,4,False,Self-Help
1879545,297,2,True,Thriller
1719739,595,1,True,Sci-Fi
1020542,993,4,True,Thriller
1637008,373,1,True,Drama
1690162,187,5,False,Pop-Psychology
1386168,526,-1,False,Pop-Psychology
1060410,213,1,True,Classic
1241894,894,5,False,Biography
1014695,381,3,False,History
1891493,585,5,False,History
1206792,477,5,True,Beach-Read
1741848,854,3,True,Beach-Read
1486973,948,2,True,Drama
1046892,846,-1,False,Biography
1636511,278,1,True,Drama
1632133,411,1,True,Thriller
1167495,839,1,True,Thriller
1316331,256,5,False,Pop-Psychology
1378299,510,5,True,Beach-Read
1627170,753,2,False,Pop-Sci
1923878,577,-1,True,Sci-Fi
1889642,688,4,False,Biography
1805764,928,3,True,Sci-Fi
1740691,757,2,True,Drama
1278753,920,5,False,Self-Help
1196945,456,1,True,Classic
1131917,901,4,True,Beach-Read
1708645,924,5,True,Beach-Read
1197853,286,5,False,History
1420386,881,5,True,Thriller
1508608,540,3,True,Beach-Read
1840181,930,2,True,Thriller
1397405,533,1,True,Sci-Fi
1856496,615,-1,True,Romance
1503208,872,1,True,Sci-Fi
1523118,905,4,True,Romance
1537483,683,5,True,Drama
1535805,689,2,True,Drama
1489224,110,5,False,Self-Help
1079973,849,2,True,Beach-Read
1719215,1000450,2,True,Romance
1512314,945,1,True,Romance
1626869,382,4,True,Thriller
1222277,139,2,False,Pop-Psychology
1980684,518,1,False,History
1630277,237,2,False,Pop-Sci
1638897,220,5,True,Thriller
1180304,680,5,False,History
1492968,579,1,False,Pop-Sci
1405072,118,2,False,Biography
1692954,574,3,True,Classic
1841064,585,3,True,Thriller
1335447,991,3,False,Pop-Sci
1469634,436,4,True,Sci-Fi
1076171,920,4,False,Pop-Sci
1004302,452,4,False,History
1995596,191,1,True,Beach-Read
1436977,916,2,False,Pop-Psychology
1723434,777,3,True,Beach-Read
1204200,120,5,True,Classic
1563135,531,5,True,Classic
1902066,466,1,False,History
1695217,975,2,False,History
1426583,553,4,True,Romance
1058615,914,2,True,Classic
1331091,830,3,True,Drama
1985586,413,1,True,Drama
1046315,155,1,False,Self-Help
1339422,127,1,False,Self-Help
1180758,800,4,False,Pop-Sci
1865874,517,3,False,History
1086566,697,1,True,Romance
1538183,565,2,True,Romance
1985971,977,1,True,Classic
1859110,949,5,True,Thriller
1688992,531,2,True,Romance
1014238,526,4,True,Sci-Fi
1896686,853,2,True,Romance
1609968,427,3,True,Sci-Fi
1172233,464,1,False,History
1605443,729,1,False,Pop-Psychology
1611114,987,1,True,Romance
1164138,749,2,True,Sci-Fi
1517017,502,2,True,Romance
1758092,400,5,False,History
1901468,780,1,False,Biography
1361586,873,3,False,Self-Help
1265633,808,1,True,Beach-Read
1777211,726,3,True,Romance
1973979,564,3,True,Drama
1673420,849,-1,False,Biography
1042645,647,-1,True,Drama
1664629,530,2,True,Beach-Read
1765787,299,5,False,Pop-Psychology
1279220,257,5,False,Pop-Sci
1628930,971,2,True,Beach-Read
1611268,596,-1,True,Romance
1330519,251,3,True,Beach-Read
1322176,331,5,True,Romance
1745803,1000208,5,True,Romance
1162378,132,2,True,Sci-Fi
1240824,454,1,True,Classic
1449764,280,-1,True,Romance
1767554,338,3,False,Pop-Sci
1865540,266,4,True,Thriller
1831276,722,5,True,Sci-Fi
1536340,229,5,True,Drama
1413822,376,1,True,Thriller
1713361,578,-1,False,Biography
1181960,624,3,True,Drama
1490644,1000398,1,True,Drama
1443895,679,3,True,Romance
1995072,720,4,True,Beach-Read
1490046,293,1,False,Biography
1908661,981,1,True,Classic
1493029,826,4,True,Romance
1214499,545,-1,True,Romance
1516839,707,5,True,Drama
1996669,587,5,True,Romance
1882411,658,2,True,Beach-Read
1842528,609,-1,True,Romance
1902389,510,4,False,Self-Help
1262775,126,3,False,Biography
1534481,676,2,True,Sci-Fi
1170717,546,5,True,Classic
1785263,628,5,True,Beach-Read
1749725,1000101,2,False,Pop-Sci
1832547,268,2,True,Beach-Read
1900779,890,5,False,Pop-Sci
1402771,747,4,False,Pop-Psychology
1016253,858,2,True,Sci-Fi
1173724,135,3,True,Romance
1775872,944,3,False,Self-Help
1324732,1000011,5,True,Sci-Fi
1247319,796,5,True,Drama
1906466,511,1,True,Beach-Read
1868094,519,3,True,Romance
1952052,629,2,False,Pop-Psychology
1037721,881,1,False,Biography
1836974,833,4,True,Beach-Read
1704871,593,-1,True,Beach-Read
1564253,163,3,False,Self-Help
1140363,639,3,True,Beach-Read
1324552,836,-1,False,Biography
1130829,841,1,True,Drama
1766284,781,1,False,Self-Help
1374512,690,4,True,Romance
1127964,540,2,True,Romance
1844264,770,2,True,Romance
1714497,591,5,True,Romance
1929955,466,5,True,Thriller
1636950,442,1,False,Biography
1343900,113,2,False,Pop-Psychology
1791925,554,3,True,Thriller
1786642,553,4,True,Thriller
1670415,679,5,True,Classic
1758813,1000489,1,False,Biography
1576863,932,5,True,Sci-Fi
1735060,188,1,True,Drama
1344211,847,5,False,History
1097989,681,-1,True,Beach-Read
1588454,384,1,False,History
1219756,621,5,True,Classic
1541404,431,1,True,Drama
1533559,894,4,False,Pop-Sci
1791225,591,2,True,Romance
1584857,438,3,True,Drama
1652328,717,3,False,Self-Help
1770857,146,4,True,Romance
1947589,330,3,True,Romance
1151645,171,1,False,Pop-Psychology
1234107,788,4,True,Thriller
1692707,155,2,False,Pop-Psychology
1034822,335,5,True,Beach-Read
1821683,335,2,False,History
1576792,758,2,True,Beach-Read
1504034,408,2,True,Classic
1920067,730,5,True,Sci-Fi
1754448,492,1,True,Classic
1345153,823,4,False,Self-Help
1324664,238,1,True,Classic
1479551,509,2,False,Pop-Sci
1671341,713,3,True,Thriller
1171407,1000053,-1,True,Thriller
1540794,817,3,True,Drama
1660476,355,2,True,Classic
1964470,368,2,True,Thriller
1437855,579,1,True,Classic
1947188,110,4,True,Classic
1107262,421,2,False,Pop-Psychology
1970433,229,5,True,Romance
1200329,730,3,False,Biography
1395799,1000445,4,True,Classic
1424161,938,4,True,Sci-Fi
1540692,255,3,True,Beach-Read
1756122,252,4,True,Sci-Fi
1387146,817,5,False,Pop-Psychology
1920414,367,5,True,Beach-Read
1259361,531,5,True,Drama
1636489,662,2,True,Classic
1889774,290,1,False,History
1456241,494,2,True,Thriller
1695932,959,1,False,Pop-Sci
1898639,776,1,True,Classic
1077838,148,1,True,Thriller
1926686,563,2,True,Classic
1960952,466,3,True,Sci-Fi
1548121,339,3,True,Sci-Fi
1633325,179,4,True,Sci-Fi
1073542,904,3,True,Beach-Read
1537357,949,5,True,Sci-Fi
1254631,323,3,True,Romance
1470520,934,5,True,Romance
1556121,1000117,2,True,Thriller
1584125,452,4,True,Beach-Read
1987773,328,-1,False,Biography
1786147,322,5,True,Sci-Fi
1320769,464,5,True,Thriller
1793695,645,5,True,Drama
1300125,813,2,True,Thriller
1962707,122,1,True,Romance
1876591,578,2,True,Beach-Read
1398443,434,1,True,Sci-Fi
1350686,403,3,False,Pop-Sci
1859893,313,-1,True,Beach-Read
1317693,389,1,False,Pop-Psychology
1281721,483,5,False,History
1120731,438,1,False,Biography
1873434,371,5,True,Beach-Read
1822193,435,3,False,History
1633354,203,2,True,Sci-Fi
1884988,849,1,False,Pop-Psychology
1768556,578,2,True,Drama
1976314,754,-1,True,Drama
1032956,902,4,False,Pop-Psychology
1553993,364,5,True,Thriller
1191046,433,5,True,Classic
1117940,793,3,False,Self-Help
1951222,896,4,False,History
1038240,474,2,True,Beach-Read
1288627,196,-1,True,Thriller
1829603,391,5,False,Pop-Sci
1665135,1000106,1,True,Thriller
1209772,485,-1,True,Romance
1893456,608,1,False,Pop-Psychology
1049883,264,5,True,Thriller
1387862,337,4,False,History
1343045,278,1,False,History
1996545,213,1,False,Biography
1187826,976,5,True,Beach-Read
1105699,740,4,True,Drama
1382895,150,1,True,Sci-Fi
1025861,1000115,4,False,Pop-Psychology
1134525,588,3,True,Sci-Fi
1061407,952,2,True,Classic
1686065,329,4,True,Drama
1486209,412,1,True,Classic
1749326,256,4,True,Beach-Read
1955027,257,3,True,Beach-Read
1055075,465,3,True,Drama
1309239,303,1,True,Drama
1051590,652,3,True,Sci-Fi
1449938,879,5,False,Pop-Sci
1079428,733,2,False,Pop-Sci
1163768,332,4,True,Drama
1425419,412,5,True,Thriller
1208256,405,-1,True,Sci-Fi
1078956,377,4,False,History
1313600,906,5,True,Thriller
1954992,541,5,True,Beach-Read
1887861,875,1,True,Classic
1483575,516,1,False,Pop-Sci
1774573,582,2,True,Drama
1354207,341,-1,True,Romance
1518939,747,1,True,Romance
1311882,154,4,True,Romance
1298756,974,3,True,Classic
1243107,680,2,True,Romance
1700329,133,4,True,Classic
1440720,917,1,True,Romance
1243711,956,2,False,Pop-Sci
1757730,605,-1,False,Pop-Sci
1534977,522,5,True,Drama
1473423,1000208,4,False,Biography
1341315,592,-1,True,Drama
1040065,1000365,1,True,Beach-Read
1921927,796,3,True,Romance
1415775,793,5,False,Pop-Psychology
1459546,806,3,False,Biography
1365080,214,-1,True,Classic
1515420,179,4,False,Pop-Psychology
1312844,445,5,False,Pop-Psychology
1356858,801,3,False,History
1599882,102,1,False,Pop-Psychology
1821738,590,5,True,Romance
1164160,324,5,True,Beach-Read
1056924,670,3,True,Beach-Read
1622881,1000239,1,True,Sci-Fi
1281986,832,1,False,Pop-Psychology
1725885,663,5,True,Classic
1182621,365,3,True,Classic
1782158,420,3,False,Pop-Sci
1704096,480,4,True,Sci-Fi
1440587,106,5,False,Biography
1634453,612,2,False,Pop-Psychology
1585607,704,5,False,Pop-Psychology
1551153,165,4,True,Thriller
1610242,822,3,True,Thriller
1489131,107,1,False,History
1133998,990,2,True,Romance
1560221,553,4,True,Thriller
1276499,528,1,True,Drama
1063069,376,1,True,Beach-Read
1152999,289,5,True,Thriller
1962267,322,5,True,Classic
1446257,192,3,False,Pop-Sci
1682457,629,2,True,Drama
1738173,861,1,False,Pop-Psychology
1813478,202,4,True,Beach-Read
1321465,271,1,True,Sci-Fi
1837975,1000047,1,True,Romance
1433699,102,2,True,Drama
1655393,834,1,False,History
1823608,274,1,True,Romance
1055237,265,4,True,Beach-Read
1585713,115,2,True,Classic
1301983,241,4,False,Self-Help
1445325,149,1,False,Biography
1158336,139,1,True,Sci-Fi
1739731,429,1,True,Sci-Fi
1743135,774,4,True,Beach-Read
1861356,156,-1,True,Thriller
1573844,291,4,True,Beach-Read
1776936,878,2,True,Classic
1458692,760,-1,True,Beach-Read
1880646,905,1,False,Pop-Psychology
1084995,526,3,True,Romance
1676573,430,5,False,Self-Help
1560722,506,5,True,Beach-Read
1801705,130,5,False,Pop-Psychology
1851357,130,2,True,Drama
1726255,725,2,False,Pop-Psychology
1923309,947,3,True,Classic
1755017,224,5,True,Drama
1803521,836,5,True,Thriller
1882579,834,4,False,Biography
1678038,200,2,False,History
1986746,193,5,True,Classic
1623737,456,4,True,Beach-Read
1025311,340,3,True,Drama
1385960,264,2,True,Thriller
1003455,804,3,True,Sci-Fi
1337424,176,5,False,Self-Help
1521520,486,2,True,Beach-Read
1741770,186,5,True,Beach-Read
1948490,200,3,True,Sci-Fi
1889954,593,4,True,Beach-Read
1344240,686,2,True,Beach-Read
1634459,889,4,False,Biography
1469422,891,5,True,Beach-Read
1721190,597,4,True,Romance
1811121,543,3,True,Beach-Read
1483467,1000444,1,True,Classic
1076896,515,2,True,Romance
1111862,1000293,2,False,Self-Help
1607278,471,1,False,Biography
1653959,930,1,False,Self-Help
1010420,662,4,False,Pop-Sci
1740574,708,-1,True,Sci-Fi
1383174,965,4,False,Biography
1210873,985,1,True,Drama
1907826,232,3,True,Beach-Read
1101327,651,2,False,Biography
1295735,426,5,True,Romance
1189255,968,2,True,Thriller
1909819,713,4,True,Sci-Fi
1591346,975,2,False,Self-Help
1877942,466,-1,True,Drama
1530511,929,5,True,Thriller
1354798,208,4,True,Romance
1530213,411,4,True,Classic
1330366,152,4,False,Biography
1867565,861,2,True,Sci-Fi
1980468,445,5,True,Drama
1243138,803,1,True,Classic
1617977,657,1,True,Romance
1588057,421,5,True,Classic
1524480,984,5,True,Drama
1160348,129,3,True,Classic
1989809,274,2,True,Sci-Fi
1725575,279,2,False,Biography
1820289,950,2,True,Drama
1650307,643,3,False,Biography
1097230,329,-1,True,Romance
1882269,345,3,False,Pop-Sci
1872659,410,5,True,Thriller
1337178,162,1,True,Classic
1263465,756,1,True,Beach-Read
1734661,699,2,True,Classic
1861964,1000208,2,True,Sci-Fi
1197479,957,4,True,Classic
1266560,788,2,False,Self-Help
1360626,142,4,False,History
1668743,206,2,True,Romance
1072292,290,4,True,Drama
1242609,968,1,True,Classic
1290726,518,4,True,Drama
1705055,413,3,True,Drama
1334883,409,2,True,Beach-Read
1498611,486,4,True,Sci-Fi
1257764,788,3,True,Thriller
1903306,683,3,True,Beach-Read
1774964,831,4,True,Thriller
1545353,897,5,False,History
1017884,424,1,True,Thriller
1982635,852,4,True,Thriller
1501073,336,3,True,Classic
1434159,157,2,False,Pop-Psychology
1838782,548,5,True,Sci-Fi
1211888,720,2,True,Romance
1312516,1000458,4,True,Thriller
1161872,591,3,True,Beach-Read
1214453,724,2,False,Biography
1774643,771,4,False,Pop-Sci
1607595,682,2,False,Pop-Sci
1448703,744,1,True,Beach-Read
1494449,751,5,True,Sci-Fi
1974874,269,4,True,Classic
1177156,819,4,True,Beach-Read
1819569,707,4,True,Classic
1933128,520,2,True,Thriller
1529532,660,5,True,Thriller
1039686,599,2,False,Pop-Psychology
1797242,622,3,True,Beach-Read
1112685,449,5,True,Thriller
1569935,196,5,True,Beach-Read
1237096,568,4,False,Biography
1039356,200,4,False,Biography
1753913,212,1,True,Classic
1149955,726,1,True,Sci-Fi
1557093,896,-1,True,Romance
1624722,542,4,True,Classic
1628329,861,2,False,History
1421815,832,2,True,Romance
1162714,366,5,False,History
1867324,577,4,False,Pop-Sci
1753326,133,1,True,Sci-Fi
1264429,661,5,True,Classic
1969050,245,4,True,Drama
1104294,330,1,True,Thriller
1597824,347,2,False,Biography
1675565,897,1,False,History
1553954,144,1,True,Classic
1131516,894,3,True,Drama
1773706,426,2,False,Pop-Sci
1326745,610,5,True,Thriller
1094897,835,3,False,Pop-Psychology
1959558,171,3,True,Drama
1093924,844,3,True,Drama
1216936,668,4,True,Thriller
1356517,579,5,False,Self-Help
1996584,259,2,False,Pop-Sci
1124997,956,1,False,History
1977053,847,-1,True,Sci-Fi
1204860,668,-1,True,Romance
1632606,1000064,1,False,Pop-Psychology
1106913,831,3,True,Beach-Read
1198284,488,3,False,Pop-Psychology
1989316,682,3,True,Beach-Read
1604086,317,4,False,Pop-Psychology
1499297,967,2,False,Biography
1644083,427,2,False,Pop-Psychology
1730614,342,4,True,Sci-Fi
1333666,779,2,False,History
1423002,283,2,True,Romance
1143721,190,1,True,Beach-Read
1303880,457,4,True,Sci-Fi
1500934,178,1,True,Romance
1621927,787,3,False,Biography
1673531,421,3,True,Thriller
1479507,287,5,True,Classic
1124521,409,1,False,Pop-Sci
1170020,942,5,False,History
1669701,107,1,True,Classic
1959920,355,4,False,Biography
1614481,490,3,False,Pop-Psychology
1748751,487,3,False,History
1447667,611,5,True,Classic
1580671,746,3,False,Pop-Psychology
1151202,707,-1,True,Classic
1944752,1000167,4,True,Sci-Fi
1073907,399,-1,True,Classic
1558469,286,-1,True,Sci-Fi
1351441,229,3,True,Drama
1657231,328,-1,True,Thriller
1521459,183,4,False,History
1378433,349,1,False,Self-Help
1697122,359,4,False,Biography
1820344,186,2,True,Romance
1958824,617,5,True,Drama
1937132,215,1,False,Biography
1935037,655,1,False,History
1885857,304,-1,True,Romance
1257821,924,2,True,Drama
1788003,206,2,True,Thriller
1587300,1000294,3,True,Classic
1998756,924,3,False,Pop-Psychology
1836863,193,3,True,Beach-Read
1867376,658,5,True,Romance
1054441,149,5,True,Classic
1550686,883,3,False,Pop-Psychology
1140585,572,2,True,Sci-Fi
1294312,496,1,True,Drama
1518261,276,2,False,History
1200453,298,1,True,Drama
1712536,706,-1,True,Thriller
1282163,158,5,False,Biography
1093660,929,3,True,Sci-Fi
1137130,768,1,True,Romance
1242372,994,2,True,Classic
1724887,138,2,False,Self-Help
1670831,661,5,True,Thriller
1690805,707,2,False,Pop-Sci
1437474,857,3,True,Classic
1725342,677,5,False,Biography
1908649,984,3,False,Pop-Psychology
1106364,935,1,True,Sci-Fi
1978105,1000170,3,True,Thriller
1614915,953,3,True,Sci-Fi
1297600,464,3,False,Biography
1087656,302,4,False,Pop-Sci
1547900,861,2,True,Sci-Fi
1394657,790,5,True,Thriller
1502474,940,2,False,Pop-Psychology
1490461,484,-1,False,Biography
1040983,745,3,True,Thriller
1430802,675,5,False,History
1782132,243,3,True,Classic
1055832,398,2,False,Self-Help
1257157,714,4,True,Beach-Read
1391981,872,4,False,Biography
1059918,778,1,True,Romance
1808775,200,-1,False,Self-Help
1348136,480,1,True,Beach-Read
1273246,830,4,True,Drama
1841667,106,3,True,Sci-Fi
1208610,472,1,True,Romance
1221961,459,3,False,Self-Help
1588480,352,2,False,Self-Help
1165017,517,-1,True,Romance
1947632,862,3,True,Beach-Read
1461041,829,2,False,Pop-Psychology
1823899,915,4,False,Biography
1449081,214,2,True,Beach-Read
1051609,960,2,False,Biography
1087743,898,5,False,Pop-Sci
1869113,178,4,True,Sci-Fi
1281560,199,2,False,Self-Help
1304473,392,2,False,Biography
1685054,580,4,True,Beach-Read
1008476,856,2,True,Thriller
1578724,293,5,True,Drama
1043248,801,1,True,Beach-Read
1775420,795,3,True,Romance
1016107,936,4,False,History
1651685,500,1,True,Classic
1088195,384,1,False,History
1182923,777,4,True,Classic
1950123,242,2,False,Biography
1536577,602,2,True,Sci-Fi
1678970,839,3,True,Sci-Fi
1522038,662,2,True,Drama
1349076,832,5,False,Pop-Psychology
1494586,229,4,True,Beach-Read
1009975,779,5,True,Thriller
1856709,748,1,True,Classic
1792820,646,5,True,Beach-Read
1698105,593,4,False,Pop-Sci
1857733,150,5,True,Classic
1272553,552,-1,True,Thriller
1746711,316,3,True,Romance
1716612,526,5,True,Drama
1028567,872,1,True,Romance
1476001,548,4,False,Pop-Sci
1409395,564,1,False,History
1544227,261,5,True,Romance
1253782,349,4,True,Drama
1852725,890,1,False,History
1981204,236,4,True,Thriller
1080655,123,5,True,Beach-Read
1586946,149,5,False,Self-Help
1205756,681,2,False,Pop-Psychology
1139040,234,5,True,Classic
1138798,769,4,False,Self-Help
1212537,713,4,True,Beach-Read
1168694,247,4,True,Thriller
1539628,510,2,True,Beach-Read
1318666,631,2,True,Sci-Fi
1636187,292,1,True,Thriller
1284967,182,3,False,Pop-Sci
1828953,225,2,True,Drama
1606500,313,4,True,Thriller
1739317,789,-1,False,Pop-Psychology
1836799,432,3,True,Thriller
1912914,1000164,1,True,Sci-Fi
1701366,714,5,False,Pop-Sci
1201148,870,2,False,Self-Help
1841072,852,4,False,Pop-Sci
1469131,788,2,False,Pop-Psychology
1326497,937,4,True,Drama
1902129,418,3,True,Classic
1157182,256,4,True,Classic
1298229,434,4,True,Beach-Read
1115528,730,2,True,Classic
1237420,371,5,False,Self-Help
1570993,782,2,True,Beach-Read
1279957,1000357,1,True,Sci-Fi
1536065,540,5,True,Sci-Fi
1491928,182,-1,False,History
1983714,840,1,False,Pop-Sci
1311247,849,2,True,Romance
1793260,565,3,True,Beach-Read
1681404,191,2,True,Romance
1489020,994,2,True,Sci-Fi
1957566,760,2,True,Thriller
1806988,849,1,False,History
1762408,411,-1,True,Classic
1048469,783,4,True,Sci-Fi
1114590,908,2,True,Beach-Read
1636762,968,3,False,History
1405428,1000484,5,False,Pop-Sci
1792219,763,-1,True,Romance
1573556,297,5,True,Romance
1789715,160,3,False,History
1887614,697,3,True,Romance
1023104,180,1,True,Beach-Read
1801790,619,5,True,Romance
1582029,598,1,True,Beach-Read
1895090,212,5,True,Beach-Read
1899171,459,4,False,Pop-Psychology
1734468,704,1,True,Romance
1646644,553,5,True,Drama
1386161,397,-1,False,Self-Help
1835351,165,3,False,Pop-Psychology
1377236,370,3,True,Classic
1138361,858,5,False,Self-Help
1030034,1000294,4,True,Beach-Read
1291859,311,2,False,Pop-Sci
1844960,924,-1,False,History
1685383,499,5,False,Pop-Psychology
1816319,1000365,1,True,Drama
1409433,708,3,True,Classic
1244444,502,3,True,Classic
1117030,674,4,True,Drama
1224225,1000404,3,False,Pop-Psychology
1755191,279,4,False,Biography
1506187,799,4,True,Drama
1122133,130,4,False,History
1723368,827,5,True,Sci-Fi
1432691,784,3,True,Classic
1204182,643,-1,True,Thriller
1974901,555,4,True,Beach-Read
1023182,500,5,False,Self-Help
1138693,621,1,True,Sci-Fi
1519689,632,3,False,Pop-Sci
1139136,865,2,True,Classic
1393679,580,4,True,Classic
1039653,776,-1,False,Self-Help
1221113,433,5,True,Classic
1777586,1000083,1,False,Pop-Sci
1832230,955,5,True,Beach-Read
1079004,989,2,True,Drama
1032843,669,4,True,Classic
1858866,663,2,True,Romance
1513832,110,2,True,Sci-Fi
1660999,437,3,False,Pop-Sci
1292849,205,4,True,Thriller
1647585,827,3,False,Pop-Psychology
1520469,375,2,True,Sci-Fi
1134178,815,4,True,Romance
1259023,433,1,True,Drama
1617958,255,2,True,Beach-Read
1935440,575,-1,False,History
1941809,339,5,True,Beach-Read
1368088,1000286,2,False,Biography
1144549,852,2,False,Self-Help
